conversation_num,treatmentName,rewardExists,punishmentCost,punishmentMagnitude,total_costs,total_penalties,total_rewards,multiplier,punishmentExists,rewardExists.1,playerCount,numRounds,message,timestamp,speaker_nickname,score,message_lower_with_punc,num_words,num_chars,num_messages,info_exchange_wordcount,info_exchange_zscore_chats,info_exchange_zscore_conversation,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation
Rvu6PirXKhM3e2QNy,9_T,True,3.0,4.0,15,20,0,6.2,True,True,7,45,im 20 all day,1677262468089,hu6NsCTMTZjCaYn7W,0.9930875576036866,im 20 all day,4,13,1,4,-0.2596513740222088,0.48595432244043496,0,0,1.0,0.0,0,0.0
Rvu6PirXKhM3e2QNy,9_T,True,3.0,4.0,15,20,0,6.2,True,True,7,45,come on moose,1677262475200,hu6NsCTMTZjCaYn7W,0.9930875576036866,come on moose,3,13,1,3,-0.46941340107071805,0.05399492471560388,0,0,1.0,0.0,0,0.0
Rvu6PirXKhM3e2QNy,9_T,True,3.0,4.0,15,20,0,6.2,True,True,7,45,thank you very much,1677262612240,hu6NsCTMTZjCaYn7W,0.9930875576036866,thank you very much,4,19,1,4,-0.2596513740222088,0.48595432244043496,0,0,1.0,0.0,0,0.0
Rvu6PirXKhM3e2QNy,9_T,True,3.0,4.0,15,20,0,6.2,True,True,7,45,sorry,1677262886144,33AmrszcNBofe6kQK,0.9930875576036866,sorry,1,5,1,1,-0.8889374551677366,-0.8099238707340582,0,1,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,hey hey,1677262156018,bNSP6hWcwcFADoWmP,0.9626041666666668,hey hey,2,7,1,2,-0.6791754281192274,-0.657165705455217,0,0,0.5,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,yo,1677262158730,YWAy95YfuHXsKtQzf,0.9626041666666668,yo,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,hey gang,1677262160086,DXnnTAjxLe6pEwPsA,0.9626041666666668,hey gang,2,8,1,2,-0.6791754281192274,-0.657165705455217,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,hi,1677262165918,GpbjDzxJS2opK8F8r,0.9626041666666668,hi,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,hi,1677262169954,zs4ePmS88BJhQ2MKH,0.9626041666666668,hi,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,1,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,hi,1677262164636,xnMSaWX3DHBEwTFEx,0.9626041666666668,hi,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,1,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,hey,1677262176743,wjwKAzezsvKEKzoZC,0.9626041666666668,hey,1,3,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,lets all submit max so we get the max payout,1677262187832,wjwKAzezsvKEKzoZC,0.9626041666666668,lets all submit max so we get the max payout,10,44,1,10,0.9989207882688468,1.2066783491365964,0,0,0.9,0.2,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,if everybodys generous we all get paid more no reason not to go all in d,1677262197051,DXnnTAjxLe6pEwPsA,0.9626041666666668,"if everybody's generous, we all get paid more, no reason not to go all in :d",16,72,1,16,2.2574929505599024,2.6045613900804567,0,0,0.9375,0.0625,4,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,exactly,1677262204077,bNSP6hWcwcFADoWmP,0.9626041666666668,exactly,1,7,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,so do 20 lol,1677262212369,bNSP6hWcwcFADoWmP,0.9626041666666668,so do 20 lol,4,12,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,im going all in the first few rounds if everyone follows it will be great,1677262214235,YWAy95YfuHXsKtQzf,0.9626041666666668,im going all in the first few rounds if everyone follows it will be great,15,73,1,15,2.047730923511393,2.37158088325648,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,me too,1677262213881,wjwKAzezsvKEKzoZC,0.9626041666666668,me too,2,6,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.5,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,i will do 20 this round and see if others do as well,1677262222200,zs4ePmS88BJhQ2MKH,0.9626041666666668,i will do 20 this round and see if others do as well,13,52,1,12,1.4184448423658653,1.67263936278455,0,0,0.9230769230769231,0.07692307692307693,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,or i guess next round,1677262239605,zs4ePmS88BJhQ2MKH,0.9626041666666668,or i guess next round,5,21,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.2,1,0.06666666666666667
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,putting in 20,1677262252379,YWAy95YfuHXsKtQzf,0.9626041666666668,putting in 20,3,13,1,3,-0.46941340107071805,-0.4241851986312404,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,could always establish an agreement if someone gets greedy to where we decrease what we all give,1677262262670,bNSP6hWcwcFADoWmP,0.9626041666666668,could always establish an agreement if someone gets greedy to where we decrease what we all give,17,96,1,17,2.4672549776084116,2.8375418969044333,0,0,0.9411764705882353,0.11764705882352941,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,20,1677262261651,qYy9r8RHZprsHtqrz,0.9626041666666668,20,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,lol and 6 zeros,1677262276485,bNSP6hWcwcFADoWmP,0.9626041666666668,lol and 6 zeros,4,15,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,greedy animals,1677262275667,wjwKAzezsvKEKzoZC,0.9626041666666668,greedy animals!,2,14,1,2,-0.6791754281192274,-0.657165705455217,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,come on guys were gonna give less at that rate,1677262285702,bNSP6hWcwcFADoWmP,0.9626041666666668,"come on guys, we're gonna give less at that rate",10,46,1,10,0.9989207882688468,1.2066783491365964,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,well thats it boys,1677262286508,YWAy95YfuHXsKtQzf,0.9626041666666668,well thats it boys,4,18,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,im done,1677262287898,YWAy95YfuHXsKtQzf,0.9626041666666668,im done,2,7,1,2,-0.6791754281192274,-0.657165705455217,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,and then youre just hurting yourself and everyone else,1677262292731,bNSP6hWcwcFADoWmP,0.9626041666666668,and then you're just hurting yourself and everyone else,9,54,1,9,0.7891587612203375,0.9736978423126198,0,0,0.8888888888888888,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,no money here on out,1677262292794,YWAy95YfuHXsKtQzf,0.9626041666666668,no money here on out,5,20,1,5,-0.049889346973699546,0.04177581501671304,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,me too,1677262288120,wjwKAzezsvKEKzoZC,0.9626041666666668,me too,2,6,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.5,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,same,1677262300594,zs4ePmS88BJhQ2MKH,0.9626041666666668,same,1,4,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,still beneficial to donate 20 until we get less than 20 in return,1677262309686,qYy9r8RHZprsHtqrz,0.9626041666666668,still beneficial to donate 20 until we get less than 20 in return,13,65,1,13,1.6282068694143745,1.9056198696085267,0,0,0.9230769230769231,0.07692307692307693,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,cant believe some dont understand the concept of all of us going all in,1677262327632,wjwKAzezsvKEKzoZC,0.9626041666666668,can't believe some don't understand the concept of all of us going all in,14,71,1,14,1.837968896462884,2.1386003764325032,0,0,0.8571428571428571,0.0,1,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,i didnt actually have the option right now to put in any,1677262346027,zs4ePmS88BJhQ2MKH,0.9626041666666668,i didn't actually have the option right now to put in any,12,56,1,11,1.208682815317356,1.4396588559605732,0,0,1.0,0.08333333333333333,2,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,if we stop contributing they wont earn anything maybe theyll learn the lesson,1677262351529,DXnnTAjxLe6pEwPsA,0.9626041666666668,"if we stop contributing they won't earn anything, maybe they'll learn the lesson",13,77,1,13,1.6282068694143745,1.9056198696085267,0,0,1.0,0.07692307692307693,1,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,i put in 20,1677262360532,ur2LEhyK8LP5xq7C4,0.9626041666666668,i put in 20,4,11,1,3,-0.46941340107071805,-0.4241851986312404,0,0,1.0,0.25,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,showed you put 0,1677262369598,bNSP6hWcwcFADoWmP,0.9626041666666668,showed you put 0,4,16,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.0,0,0.08333333333333333
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,20,1677262370571,qYy9r8RHZprsHtqrz,0.9626041666666668,20,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,i put in 20 this time,1677262383196,zs4ePmS88BJhQ2MKH,0.9626041666666668,i put in 20 this time,6,21,1,5,-0.049889346973699546,0.04177581501671304,0,0,1.0,0.16666666666666666,0,0.0196078431372549
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,ill do 20 in agian final time tho,1677262377790,wjwKAzezsvKEKzoZC,0.9626041666666668,ill do 20 in agian final time tho,8,33,1,8,0.5793967341718282,0.7407173354886432,0,0,1.0,0.0,1,0.11051693404634581
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,really,1677262385699,ur2LEhyK8LP5xq7C4,0.9626041666666668,really?,1,6,1,1,-0.8889374551677366,-0.8901462122791938,1,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,ill do 20 but next round if we have 0s im lowering to 10 and then if still 0s then ill do 5,1677262389717,bNSP6hWcwcFADoWmP,0.9626041666666668,"i'll do 20 but next round if we have 0s, i'm lowering to 10 and then if still 0s, then i'll do 5",23,91,1,23,3.7258271398994673,4.235424937848293,0,0,0.782608695652174,0.043478260869565216,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,i did 20 the first two rounds im staying 0 unless a majority of the group starts contributing,1677262396125,DXnnTAjxLe6pEwPsA,0.9626041666666668,"i did 20 the first two rounds, i'm staying 0 unless a majority of the group starts contributing",18,93,1,17,2.4672549776084116,2.8375418969044333,0,0,0.9444444444444444,0.05555555555555555,1,0.0196078431372549
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,for real last time im doing 20,1677262396875,YWAy95YfuHXsKtQzf,0.9626041666666668,for real last time im doing 20,7,30,1,7,0.369634707123319,0.5077368286646664,0,0,1.0,0.0,1,0.0196078431372549
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,anything after that 0 until the normal 0s start giving,1677262398196,bNSP6hWcwcFADoWmP,0.9626041666666668,"anything after that, 0 until the normal 0s start giving",10,54,1,10,0.9989207882688468,1.2066783491365964,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,39 isnt enough,1677262399016,DXnnTAjxLe6pEwPsA,0.9626041666666668,3/9 isn't enough,3,14,1,3,-0.46941340107071805,-0.4241851986312404,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,hey much better,1677262413756,DXnnTAjxLe6pEwPsA,0.9626041666666668,hey much better,3,15,1,3,-0.46941340107071805,-0.4241851986312404,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,make sure the coins go down into the bowl,1677262415324,xnMSaWX3DHBEwTFEx,0.9626041666666668,"make sure the coins go down, into the bowl.",9,41,1,9,0.7891587612203375,0.9736978423126198,0,0,0.8888888888888888,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,agreement to all lower until the 5 start giving,1677262438592,bNSP6hWcwcFADoWmP,0.9626041666666668,agreement to all lower until the 5 start giving?,9,47,1,9,0.7891587612203375,0.9736978423126198,1,0,1.0,0.0,1,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,lower to 10,1677262441611,wjwKAzezsvKEKzoZC,0.9626041666666668,lower to 10?,3,11,1,3,-0.46941340107071805,-0.4241851986312404,1,0,1.0,0.0,1,0.25
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,yup lower to 10,1677262458756,bNSP6hWcwcFADoWmP,0.9626041666666668,yup lower to 10,4,15,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.0,1,0.34090909090909094
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,okay 10,1677262463995,YWAy95YfuHXsKtQzf,0.9626041666666668,okay 10,2,7,1,2,-0.6791754281192274,-0.657165705455217,0,0,1.0,0.0,0,0.09090909090909091
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,you 5 are literally screwing all of us and yourself,1677262469435,bNSP6hWcwcFADoWmP,0.9626041666666668,you 5 are literally screwing all of us and yourself,10,51,1,10,0.9989207882688468,1.2066783491365964,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,yeah i cant put any in again like no where to do that right now,1677262470957,zs4ePmS88BJhQ2MKH,0.9626041666666668,yeah i can't put any in again. like no where to do that right now,15,63,1,14,1.837968896462884,2.1386003764325032,0,0,1.0,0.06666666666666667,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,its not time for that,1677262477156,DXnnTAjxLe6pEwPsA,0.9626041666666668,it's not time for that,5,21,1,5,-0.049889346973699546,0.04177581501671304,0,0,1.0,0.0,1,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,this is a convo round,1677262484165,bNSP6hWcwcFADoWmP,0.9626041666666668,this is a convo round,5,21,1,5,-0.049889346973699546,0.04177581501671304,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,next round is money,1677262486321,bNSP6hWcwcFADoWmP,0.9626041666666668,next round is money,4,19,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.0,1,0.06666666666666667
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,all 10s now for everyone,1677262495086,bNSP6hWcwcFADoWmP,0.9626041666666668,all 10s now for everyone,5,24,1,5,-0.049889346973699546,0.04177581501671304,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40, got it,1677262496479,zs4ePmS88BJhQ2MKH,0.9626041666666668,<---- got it,2,7,1,2,-0.6791754281192274,-0.657165705455217,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,10,1677262503748,bNSP6hWcwcFADoWmP,0.9626041666666668,10,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,10,1677262511722,YWAy95YfuHXsKtQzf,0.9626041666666668,10,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.09090909090909091
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,10,1677262506084,wjwKAzezsvKEKzoZC,0.9626041666666668,10,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.09090909090909091
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,much better ,1677262531082,YWAy95YfuHXsKtQzf,0.9626041666666668,much better !,2,12,1,2,-0.6791754281192274,-0.657165705455217,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,lol,1677262524687,wjwKAzezsvKEKzoZC,0.9626041666666668,lol,1,3,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,press the down button to give,1677262533100,xnMSaWX3DHBEwTFEx,0.9626041666666668,press the down button to give,6,29,1,6,0.1598726800748097,0.27475632184068977,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,duck didnt put any in,1677262535803,wjwKAzezsvKEKzoZC,0.9626041666666668,duck didn't put any in,5,21,1,5,-0.049889346973699546,0.04177581501671304,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,roast the duck,1677262545678,wjwKAzezsvKEKzoZC,0.9626041666666668,roast the duck!,3,14,1,3,-0.46941340107071805,-0.4241851986312404,0,0,1.0,0.0,0,0.2
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,we never going to get everyone,1677262554554,YWAy95YfuHXsKtQzf,0.9626041666666668,we never going to get everyone,6,30,1,6,0.1598726800748097,0.27475632184068977,0,0,1.0,0.16666666666666666,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,down goes into the pot,1677262548029,xnMSaWX3DHBEwTFEx,0.9626041666666668,down goes into the pot,5,22,1,5,-0.049889346973699546,0.04177581501671304,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,i didnt have anywhere to give,1677262556488,zs4ePmS88BJhQ2MKH,0.9626041666666668,i didn't have anywhere to give,6,29,1,5,-0.049889346973699546,0.04177581501671304,0,0,1.0,0.16666666666666666,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,press the down button,1677262557964,xnMSaWX3DHBEwTFEx,0.9626041666666668,press the down button,4,21,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,duck be like idk how to play lol,1677262566361,wjwKAzezsvKEKzoZC,0.9626041666666668,"duck be like ""idk how to play"" lol",8,32,1,8,0.5793967341718282,0.7407173354886432,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,alright so next round since that was better what do you think about uping it,1677262577539,bNSP6hWcwcFADoWmP,0.9626041666666668,"alright so next round since that was better, what do you think about uping it?",15,76,1,15,2.047730923511393,2.37158088325648,1,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,i dont always have a button to press,1677262580443,zs4ePmS88BJhQ2MKH,0.9626041666666668,i don't always have a button to press.,8,36,1,7,0.369634707123319,0.5077368286646664,0,0,1.0,0.125,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,15,1677262575262,wjwKAzezsvKEKzoZC,0.9626041666666668,15?,1,2,1,1,-0.8889374551677366,-0.8901462122791938,1,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,lets go to 15,1677262583399,DXnnTAjxLe6pEwPsA,0.9626041666666668,let's go to 15,4,13,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.25,0,0.1111111111111111
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,yeah 15 is what i was thinking as well,1677262589731,bNSP6hWcwcFADoWmP,0.9626041666666668,yeah 15 is what i was thinking as well,9,38,1,8,0.5793967341718282,0.7407173354886432,0,0,1.0,0.1111111111111111,0,0.1111111111111111
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,everyone go 20,1677262582836,xnMSaWX3DHBEwTFEx,0.9626041666666668,"everyone go 20,",3,14,1,3,-0.46941340107071805,-0.4241851986312404,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,20 or 15,1677262593135,ur2LEhyK8LP5xq7C4,0.9626041666666668,20 or 15,3,8,1,3,-0.46941340107071805,-0.4241851986312404,0,0,1.0,0.0,0,0.0196078431372549
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,15,1677262598529,bNSP6hWcwcFADoWmP,0.9626041666666668,15,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.1111111111111111
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,down,1677262599740,xnMSaWX3DHBEwTFEx,0.9626041666666668,down,1,4,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,15,1677262600164,wjwKAzezsvKEKzoZC,0.9626041666666668,15,1,2,1,1,-0.8889374551677366,-0.8901462122791938,0,0,1.0,0.0,0,0.0
ufttuN8GvJi76BD9G,5_C,False,1.0,2.0,0,0,0,2.4,False,False,10,40,15 for now i guess,1677262612653,YWAy95YfuHXsKtQzf,0.9626041666666668,15 for now i guess,5,18,1,4,-0.2596513740222088,-0.19120469180726365,0,0,1.0,0.2,0,0.1111111111111111
